,jancd,itemnm,scat1cd,scat1nm,scat2cd,scat2nm,scat3cd,scat3nm,scat4cd,scat4nm,scatnm,makercd,makernm,itemkikaku,jan_2digits,jan_３digits,jan_3digits
55144,699329m,仏産　シャトーシトラン　赤　７５０■,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,69,699,699
55146,8171726,ラック　クロードネル・アンジュルージュカベルネソーヴィニヨン,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,81,817,817
55147,8205759,ニコラポテル　ブルゴーニュルージュ０９　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,82,820,820
55148,8221919,アストル　ラコストボリー０７　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,82,822,822
55149,8228284,ラック　シモンビーズサヴィニーレボーヌ１３　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,82,822,822
55152,9411456598,カリュアドラフィット０４,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,94,941,941
55153,9411456611,プティシュバル０４,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,94,941,941
55155,9845876,ジャックバラール　ボージョレ・ヌーボー　375ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,98,984,984
55160,P089196,モメサンレッドフィズ・ヌーボー_２０１８,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,P0,P08,P08
55229,1208632371,シャブリプルミエクリュセシェ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,12,120,120
55230,1382853,ルイ・ラトゥール・セット,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,13,138,138
55251,2013626,予約アンリフェッシボジョレー７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,20,201,201
55255,21432,予約食卓応援ボジョレーＶＮ１４年７５０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,21,214,214
55335,3902028,ヴィラージュヌーヴォー予,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,39,390,390
55336,3902073,マコンヴィラージュハーフ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,39,390,390
55355,4358,シャンパーニュと飲み頃熟成ボルドーワインセッ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,43,435,435
55436,5730,ロシェ＆シャトー・ピュイ・ド・ギランド,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,57,573,573
55438,699815m,フランス産　ＰＡＴシャブリ白　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,69,699,699
55439,77026,予約ＡＢボジョレーＮロゼ１７年３７５ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,375,77,770,770
55440,77033,予約ＣＨセルスタンラランド００年７５０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,77,770,770
55441,77125,予約アンリフェッシボジョレー１７年３７５,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,375,77,771,771
55443,8188670,アストル　オーバタイエ９４　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,81,818,818
55444,8197740,ヌーヴェルセレクション　ルイシュニュ・サヴィニプルミエ０７,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,81,819,819
55525,12850,予約食卓応援ＤＰボジョレＶＮ１３年７５０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,12,128,128
55728,6013338,【数量限定】金賞受賞 ボルドー厳選6本セット,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,60,601,601
55729,607895,ドメーヌフルニエドラディション７５０■,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,60,607,607
55730,6379001,Ｃｈ．グラン・ルヌイユ赤７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,63,637,637
55731,68079,Ｇ．フジオリジナル　フランス　ブルゴーニュワ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,68,680,680
55732,699536m,仏産　カフェドパリ　桜の香り　２００ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,200,69,699,699
55733,699564m,仏産　ＪＪテールエヴィーニュ白,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,69,699,699
55736,8127846,フランス　金賞ワイン２本セット　１５００ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,81,812,812
55737,8179739,ヌーヴェル・セレクション　ジュリエットシュニュ・モレサンドニ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,81,817,817
55738,8187956,オルヴォー　アンリジロー　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,81,818,818
55739,8205667,ヌーヴェルセレクション　ジュリエットシュニュボーヌプルミエ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,82,820,820
55740,8206756,アストル　シャトーカマンサック０４　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,82,820,820
55743,868,ボージョレＶヌーヴォー（予約）,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,86,868,868
55747,N677537,金賞受賞ボルドー3本セット　（直送品）,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,2250,N6,N67,N67
56015,5576456,16ﾖﾔｸﾎﾞｰ･ﾄﾞ･ﾌﾗﾝｽ ﾎﾞｼﾞｮﾚｰｳﾞｨﾗｰｼ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,55,557,557
56016,699132,仏産ココヴァンブラン白７５０■,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,69,699,699
56017,8202321,オルヴォー　ギャルリエールペティヤン　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,82,820,820
56018,8228338,ラック　モンジャールブルゴーニュピノ１２　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,0,82,822,822
56023,9338920,ボジョレー・ヌーヴォー（店舗予約）,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,,,750,93,933,933
56067,699201m,スペイン産デリカスパークリング  ３７５ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,375,69,699,699
56088,E657494,バルアルテ・ナバーラ・マスカット_７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,750,E6,E65,E65
56109,8129147,稲葉　コモロコ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,750,81,812,812
56242,J285128,アレグロ・リオハワイン５本セット,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,0,J2,J28,J28
56323,8269812,スペイン　ラルデラレカヴァブリュットナチュレ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,750,82,826,826
56377,A512049,【成城石井】LAランレセルヴァ （取寄品）,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,0,A5,A51,A51
56382,441,フレシネ　ブリュットバロッコ予約,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,0,44,441,441
56400,9492234947,S ｳﾞｨﾆｬｽ･ﾃﾞﾙ･ｶﾝﾌﾞﾘｺ 赤 2010 750ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,0,94,949,949
56452,61337,ブルートロゼ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,0,61,613,613
56453,62218,ブルートレゼルバ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,750,62,622,622
56454,6755207,カバＳエスペシャルロゼブルット,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,750,67,675,675
56568,8256454,スペイン　ドミニオデロスデュケスカヴァブリュットナチュレ　７,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,0,82,825,825
56606,61258,ｾｸﾞﾗｳﾞｭｰﾀﾞｽ ﾗｳﾞｨｯﾄﾛｻｰﾄﾞ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,0,61,612,612
56628,9411458899,ＶドパガノスＥプンティード　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,750,94,941,941
56821,699852m,スペイン産メメントオールドヴァイン赤７５０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,750,69,699,699
56859,8165510,５８０　スペインエスブレンドール赤　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,750,81,816,816
57015,61261,ｾｸﾞﾗｳﾞｭｰﾀﾞｽ　ﾌﾞﾙｰﾄｴﾚﾀﾞ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,0,61,612,612
57053,6169007,パソス・ド・オロ・カバ・ブリュット・ナチュレ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,750,61,616,616
57070,W611064,フレシネ コルドン ネグロ 750ml 1セット（2本）,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,1500,W6,W61,W61
57128,8111050,スペイン　カロリーナベルデホフリツァンテ　７５０ＭＬ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,750,81,811,811
57170,8110749,スペイン　カロリーナテンプラリーニョフリツァンテ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,0,81,811,811
57253,8126337,スペイン　ペレベントゥーラモナカヴァブリュット　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,750,81,812,812
57292,2907950,ｅ高得点　スペイン赤ワイン３本セット,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,0,29,290,290
57465,8049742,ヌヴィアナ_７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,750,80,804,804
57542,5817788,メルシャン　奄徳コドーニュバルセロナ・エディションロゼ７５０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,750,58,581,581
57543,5969131,コン・カリーニョ_モナストレル/シラー_７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,750,59,596,596
57544,8250476,スペイン　バイラリーナブラン　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,750,82,825,825
57627,8190383,エノテカ　クワトロプレミアムレゼルヴァ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,0,81,819,819
57684,2703596,ジュヴェカンプスセット　,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,0,27,270,270
57693,699759m,スペイン産  デリカスパークロゼ  ３７５ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,375,69,699,699
57716,A512038,【成城石井】HOLAカヴァブリュットナチュールロゼ （取寄品）,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,0,A5,A51,A51
57717,J092802,アルダレスオーガニックティント,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,750,J0,J09,J09
57718,W574676,バルアルテ・ナバーラ・ロサード_ガルナッチャ_７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,750,W5,W57,W57
57732,8256515,スペイン　クミオリベイロ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,750,82,825,825
57805,8250483,スペイン　バイラリーナロッソ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,750,82,825,825
57847,809221,ﾌﾚｼﾈﾍﾞﾋﾞｰ3P,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,0,80,809,809
57944,9241657,プリンスデバオ　赤　函　７５０ｍｌ＊,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,005,ｽﾍﾟｲﾝ,,,ｽﾍﾟｲﾝ,,,750,92,924,924
58007,8120373,ほまれ　造り酒屋のゆず酒　７２０ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,720,81,812,812
58019,6851633,バ）コアントロー７００ｍｌ　　　　　　　,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,700,68,685,685
58045,8954052089,S ﾏﾘﾌﾞ･ｱｲﾗﾝﾄﾞ･ｽﾊﾟｲｽﾄﾞ 30°700mlB,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,700,89,895,895
58047,9674902185,S ｴｳﾞｧﾝ･ｳｨﾘｱﾑｽﾞ･ﾁｪﾘｰ･ﾘｻﾞｰｳﾞ 35ﾟ700mlB,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,700,96,967,967
58090,8200000175,S ｺﾞﾃﾞｨﾊﾞ･ｷｬﾗﾒﾙﾐﾙｸﾁｮｺﾚｰﾄ 750ml B,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,750,82,820,820
58091,8905030,'【アウトレット】ジンロ　25度　375ml,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,375,89,890,890
58129,7549600100,S ●ｱﾝｺﾞｽﾁｭﾗ ﾋﾞﾀｰｽﾞ44.7ﾟ100ml,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,100,75,754,754
58132,8106834,眞露　眞露マッコリ　１０００ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,1000,81,810,810
58151,6780923,希少糖入完熟果実のお酒濃醇マンゴー２００,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,200,67,678,678
58193,9674902533,S エヴァン・ウィリアムス　エッグノッグ　１５° 700ml,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,700,96,967,967
58208,123,輸入リキュール,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,0,12,123,123
58247,A512045,【成城石井】MQマルケスデヴィトーリアクリアンサ （取寄品）,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,0,A5,A51,A51
58259,4590439,初雪盃 国産フルーツの凍結酒 １００ｍｌ×６,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,6000,45,459,459
58265,6744946,かわいい白いラフランス７２０ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,720,67,674,674
58267,8043240274,ロシャン　オラ３５゜７００ｍｌ（シーバスブラザーズ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,700,80,804,804
58295,8700000551,S ｺﾞﾃﾞｨﾊﾞ ﾎﾜｲﾄﾁｮｺﾚｰﾄﾘｷｭｰﾙ 15ﾟ 750ml B,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,750,87,870,870
58373,6854405,リキュール　２５０ｍｌ　　　　　　　　　,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,250,68,685,685
58375,8200075017,S ｷｬﾌﾟﾃﾝﾓﾙｶﾞﾝ ﾗｲﾑﾊﾞｲﾄ35ﾟ750ml B,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,750,82,820,820
58403,8149114,麻原　すてきなレッドグレープフルーツ酒　５００ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,500,81,814,814
58444,8113177,カルーアコーヒーキューティーボトル　１　,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,0,81,811,811
58446,8954022145,ＳＴ　カルーア　コーヒリキュール　７００ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,700,89,895,895
58447,8954042217,カルーア　コーヒー　リキュールベビー,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,200,89,895,895
58448,8954046312,S ﾏﾘﾌﾞﾊﾟｲﾅｯﾌﾟﾙ21ﾟ1L B,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,1000,89,895,895
58523,99910,その他リキュール,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,0,99,999,999
58549,9604155,シュペヒト・パンペルムーゼ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,0,96,960,960
58586,H849743,ジンロ（JINRO）マッコリ 1000ml 2本,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,2000,H8,H84,H84
58674,J976582,中埜酒造 みかんのお酒 300ml×1本 ・りんごのお酒 300ml×1本 ・もものお酒 300ml×1本 セット,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,900,J9,J97,J97
58678,Y08712608,ｺﾞﾃﾞｨﾊﾞ ﾓｶﾘｷｭｰﾙ 750M,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,0,Y0,Y08,Y08
58699,8700000126,S ｺﾞﾃﾞｨﾊﾞ ﾓｶ ﾘｷｭｰﾙ15ﾟ750ml B,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,750,87,870,870
58717,8954046313,S ﾏﾘﾌﾞﾊﾟｲﾅｯﾌﾟﾙ 21ﾟ 750ml,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,750,89,895,895
58737,6720423,富久長温州みかん酒５００ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,500,67,672,672
58759,6778903,もみじ饅頭のお酒桜餅３６０ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,360,67,677,677
58760,6846884,バ）コアントローミニ５０ｍｌ　　　　　,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,50,68,684,684
58783,6845107,バ）コアントローハーフ３５０ｍｌ　　,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,350,68,684,684
58785,8913229,'【アウトレット】ショコレ　チョコレートフレーバードワイン　750ml,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,0,89,891,891
58810,8927888,'【アウトレット】OTONASHI LOVE STORY 3本セット,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,0,89,892,892
58834,6753195,かわいい白いシャルドネ７２０ｍｌ,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,720,67,675,675
58836,873120,ｺﾞﾃﾞｲｳﾞｱ ﾘｷﾕ-ﾙ 375ML,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,375,87,873,873
58837,8954042226,S ｶﾙｰｱ ｴｽﾍﾟｼｬﾙ35ﾟ1L B,014,飲料･酒類,081,ｽﾋﾟﾘｯﾂ・ﾘｷｭｰﾙ,001,ﾘｷｭｰﾙ,,,ﾘｷｭｰﾙ,,,1000,89,895,895
