,jancd,itemnm,scat1cd,scat1nm,scat2cd,scat2nm,scat3cd,scat3nm,scat4cd,scat4nm,scatnm,makercd,makernm,itemkikaku,jan_2digits,jan_３digits,jan_3digits
107441,620373,アサヒ  スーパードライ３５０■  ×６Ｐ×４,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,8400,62,620,620
107442,8184368,アサヒ スーパードライ_５００ｍｌ×２０_瓶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,10000,81,818,818
107478,4599644,アサヒ 期間限定 スーパードライ エクストラハード 500ml 6缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,3000,45,459,459
107486,5230845,アサヒビール 【期間限定】アサヒ スーパードライ 瞬冷辛口 350ml 48缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,0,52,523,523
107487,8107626,アサヒ　スーパードライ　　３５０ｍｌ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,350,81,810,810
107488,8151810,サッポロ　生搾りみがき麦６缶　５００ｍｌ×６缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,3000,81,815,815
107489,J679093,アサヒビール オリオンドラフト（限定デザイン）350ml×48缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,16800,J6,J67,J67
107491,P612312,アサヒ スーパードライ瞬冷辛口_５００ｍｌ×４８_缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,24000,P6,P61,P61
107528,4154471,アサヒ スーパードライ_３５０ｍｌ×２４_缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,8400,41,415,415
107533,J102572,アサヒビール アサヒ グランマイルド 500ml×6缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,3000,J1,J10,J10
107566,3975,スーパードライＡＤ－３５,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,0,39,397,397
107577,J285971,【母の日ギフト】アサヒ スーパードライ ジャパンスペシャルメッセージ付き 1セット,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,0,J2,J28,J28
107578,N854970,アサヒ　アサヒドライプレミアム豊醸　贅沢初仕込　とれたて国産素材　350ml　24缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,8400,N8,N85,N85
107614,N854971,アサヒ　アサヒドライプレミアム豊醸　贅沢初仕込　とれたて国産素材　350ml　48缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,16800,N8,N85,N85
107615,P240971,アサヒ スーパードライ澄みわたる辛口_５００ｍｌ×４８_缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,24000,P2,P24,P24
107651,4599653,アサヒ 期間限定 スーパードライ エクストラハード 500ml 24缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,12000,45,459,459
107662,8153692,アサヒ　スーパードライ６缶　３５０ｍｌ×６缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,2100,81,815,815
107663,8153715,アサヒ　スーパードライ６缶　５００ｍｌ×６缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,3000,81,815,815
107703,9208353,アサヒ　黒生　１０Ｌ樽,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,0,92,920,920
107704,936,アサヒビール　スーパードライプレミアム香り　ＳＫ?３Ｎ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,0,93,936,936
107705,P829211,アサヒ スーパードライ_３５０ｍｌ×６_缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,2100,P8,P82,P82
107745,1995429,アサヒ　クラフトマンシップ　クリスマスビア　メリーゴールド　350ml　48缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,16800,19,199,199
107787,049893588,アサヒ スーパードライ_１３５ｍｌ_缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,135,04,049,049
107799,4060604,アサヒ　スーパードライ小瓶 334ml,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,0,40,406,406
107805,8119919,アサヒ　アサヒザドリーム　３５０ｍｌ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,350,81,811,811
107806,9281233,アサヒ　ＳＰＷ―３（ドライプレミアムペア,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,0,92,928,928
107841,4750,スーパードライプレミアムＳＤＰ－３,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,0,47,475,475
107877,4004738,ｱｻﾋｽｰﾊﾟｰﾄﾞﾗｲ350*24,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,8400,40,400,400
107882,601,スーパードライ１３５,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,0,60,601,601
107884,8151674,サッポロ　北海道生搾りみがき麦　３５０ｍｌ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,350,81,815,815
107885,8173508,アサヒ　スーパードライブラック　３５０ｍｌ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,350,81,817,817
107887,9281400,アサヒ　ＳＥ－３Ｎ（ドライエクストラシャ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,0,92,928,928
107925,2747579,アサヒ　ザ・ドリーム　缶350ml　48缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,16800,27,274,274
107934,J302584,アサヒビール【期間限定】アサヒ生ビール500ml×48,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,24000,J3,J30,J30
107970,3365328,アサヒビール　アサヒ　オリオン琉球　ペールエール　350ml　6缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,2100,33,336,336
107973,4751,スーパードライプレミアムＳＤＰ－５,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,0,47,475,475
107983,8302557,アサヒドライ５００ｍｌ＊２０,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,10000,83,830,830
107984,9281394,アサヒ　ＣＲＦ－３（吾妻橋麦酒缶セット,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,0,92,928,928
107985,N424013,【お中元専用商品】アサヒ　スーパードライ缶ビールセット　AS-5N　（取寄品）,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,7350,N4,N42,N42
107987,16421,社販　アサヒスーパードライ３５０ケース,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,8400,16,164,164
108032,4950,ドライ　６缶パック,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,0,49,495,495
108033,8153531,アサヒ　スーパードライケース　５００ｍｌ×２４缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,12000,81,815,815
108068,9201064,アサヒ スーパードライ_５００ｍｌ×２０_瓶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,10000,92,920,920
108100,2747560,アサヒ　ザ・ドリーム　缶350ml　24缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,8400,27,274,274
108101,3933,アサヒ　スーパードライ　６３３ｍｌ×２０,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,12260,39,393,393
108110,5714261,アサヒビール　２回目ドライ鮮度２缶３５０　350MLX2,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,0,57,571,571
108112,8151803,サッポロ　生搾りみがき麦６缶　３５０ｍｌ×６缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,2100,81,815,815
108113,J102574,アサヒビール アサヒ グランマイルド 350ml×6缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,2100,J1,J10,J10
108143,2471353,【スティックカラム～チョホットチリおまけ付】アサヒスーパードライ瞬冷辛口350ml×6缶パック セット,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,2100,24,247,247
108145,3382,アサヒスーパードライセットＧ　ＡＤ－４０,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,0,33,338,338
108152,620371m,アサヒス－ハ゜－ト゛ライ２５０ＭＬＸ６カン,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,1500,62,620,620
108153,620478,アサヒ  スーパードライ缶  ２５０■,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,250,62,620,620
108182,1240,アサヒ　スーパードライ　６３３ｍｌ　ケース,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,12260,12,124,124
108199,5230818,アサヒビール 【期間限定】アサヒ スーパードライ 瞬冷辛口 500ml 48缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,0,52,523,523
108200,5714285,アサヒビール　２回目ドライ鮮度６缶３５０　350MLX6,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,0,57,571,571
108201,662,アサヒ スーパードライ_５００ｍｌ×２４_缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,12000,66,662,662
108202,9202177,ＡＨ．ＳＰドライ小瓶　３３４Ｂ　ケース,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,10020,92,920,920
108253,5717422,アサヒビール　スーパードライ鮮度６缶３５０ＭＬ　350MLX6,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,2100,57,571,571
108255,8107398,アサヒ　スーパードライ・大瓶　６３３ｍｌ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,633,81,810,810
108295,2800196,ｱｻﾋｽｰﾊﾟｰﾄﾞﾗｲ1ｹｰｽ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,0,28,280,280
108297,3974,スーパードライＡＳ－ＤＨ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,0,39,397,397
108299,4590224,0 アサヒ　スーパードライセット 0,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,0,45,459,459
108350,9281318,アサヒ　ＳＫ―３Ｎ（ドライプレミアム琥珀,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,0,92,928,928
108379,2326540,スーパードライ　ドライブラック　350ml　6缶　+　アサヒスーパードライ　ドライブラック　オリジナルグラス　1個,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,2100,23,232,232
108383,3015956,【お中元専用商品】アサヒ　スーパードライ缶ビールセット,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,4500,30,301,301
108385,4547914200,スーパードライ（生）１箱（３５０ｍｌ×１２缶入）,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,0,45,454,454
108395,8126511,アサヒ　スーパードライ生樽　１０ｌ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,10000,81,812,812
108397,J301346,アサヒビール【期間限定】アサヒ生ビール500ml×24,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,12000,J3,J30,J30
108426,1995438,アサヒ　クラフトマンシップ　クリスマスビア　イヴ・アンバー　350ml　6缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,2100,19,199,199
108432,2488842,【亀田の柿の種のおまけ2個付】アサヒスーパードライ350ml×6缶パック×2 1セット（12缶入）,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,4200,24,248,248
108440,620371,アサヒス－ハ゜－ト゛ライ２５０ＭＬＸ６カン,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,1500,62,620,620
108480,8184672,アサヒ　スーパードライ　１３５ｍｌＸ６Ｐ,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,810,81,818,818
108531,1995394,アサヒ　クラフトマンシップ　クリスマスビア　メリーゴールド　350ml　6缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,2100,19,199,199
108544,5716722,アサヒビール　ＴＯＫＹＯ隅田川ブルーイングペールエール３５０　350ML,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,350,57,571,571
108545,620478m,アサヒ  スーパードライ缶  ２５０■,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,250,62,620,620
108546,9200906,アサヒ スーパードライ_６３３ｍｌ×２０_瓶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,12660,92,920,920
108547,A799263,アサヒ スーパードライ みがき麦芽仕込み 350ml 48缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,16800,A7,A79,A79
108549,J929926,アサヒビール 【秋限定ビール】アサヒ 食楽 500ml × 48缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,24000,J9,J92,J92
108550,N423788,【お中元専用商品】アサヒ　スーパードライファミリーギフトセット　FS-3N　（取寄品）,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,3200,N4,N42,N42
108551,P740730,アサヒ ゴールドラベル_３５０ｍｌ×４８_缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,16800,P7,P74,P74
108554,21609,アサヒ　スーパードライ　３５０ＭＬ×２４,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,8400,21,216,216
108574,1872035,スーパードライ　エクストラシャープ　500ml　24缶,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,12000,18,187,187
108578,312354004,アサヒ　生ビール　３５０ｍｌ×６,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,2100,31,312,312
108590,620259m,アサヒ  スーパードライ  ２５０ｍｌ×６×４,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,6000,62,620,620
108593,967,アサヒビール　スーパードライ　３５０ｍｌ＊２４,014,飲料･酒類,041,ﾋﾞｰﾙ･発泡酒,001,ﾋﾞｰﾙ,,,ﾋﾞｰﾙ,4901004,アサヒビール,0,96,967,967
108634,2072027,【数量限定】 アンリ・フェッシ・ルージュバブルス・ヌーヴォー 2017 750ml + グラス1個,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,20,207,207
108651,3146415,アンリ・フェッシボージョレヴィラージュヌーヴォ予約 750ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,31,314,314
108673,3132708,アンリ・フェッシ　ボージョレヌーヴォ 750ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,31,313,313
108713,3146453,アンリ・フェッシレイシエールＢヴィラージュヌーヴォ 750ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,31,314,314
108724,4054,ボ）アサヒＢ・エイネボジョレーヌーボーＳＣ７５０,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,40,405,405
108792,0119580,アンリ・フェッシ・ボージョレ・ヴィラージュ・ヌーヴォー・ベレール_７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,01,011,011
108804,3003,アサヒビ　ＢＡ　Ｂヌーヴォ２０１１,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,0,30,300,300
108835,3900079,アンリフェッシボージョレ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,0,39,390,390
108839,8227225,アサヒ　ＪＪジェンティモンルージュ　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,0,82,822,822
108864,2071988,【数量限定】 アンリ・フェッシ・ボジョレー・ヴィラージュ・ヌーヴォー 2017 750ml + グラス1個,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,20,207,207
108882,2902,アサヒビ　ＢＡＢヌーヴォーロゼ（予約）　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,29,290,290
108918,2535138,アンリ・フェッシ・マコン・ヴィラージュ・ヌーボー_シャルドネ_２０１８_７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,25,253,253
108919,3132715,アンリ・フェッシ　ボージョレヴィラージュヌーヴォ 750ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,31,313,313
108920,3132739,アンリ・フェッシ　ボージョレヴィラージュ 750ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,31,313,313
108921,3141564,アンリ・フェッシ　マコンヴィラージュヌーヴォ 375ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,375,31,314,314
108922,3411411,アンリ・フェッシ・マコン・ヴィラージュ・ヌーヴォ750ml　1本＋景品グラス1個,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,0,34,341,341
108930,2072009,【数量限定】 アンリ・フェッシ・マコン・ヴィラージュ・ヌーヴォー 2017 750ml + グラス1個,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,20,207,207
108931,2535110,アンリ・フェッシ・ルージュバブルス・ヌーボー_ガメイ_２０１８_７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,25,253,253
108932,3132722,アンリ・フェッシ　ボージョレヴィラージュヌーヴォ 375ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,375,31,313,313
108935,705,Ｆ予約　アサヒボージョレ３７５ｍｌ　１５日,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,375,70,705,705
108949,2904,アサヒビ　ＢＡマコンＶヌーヴォー（予約）　７５０ｍｌ,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,29,290,290
108953,68104,Ｇ．ランソン・ブラックラベル・ブリュット,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,0,68,681,681
108963,3141496,アンリ・フェッシボージョレ・Ｂヴィラージ２本セット 750ml*2,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,1500,31,314,314
108978,3004,アサヒビ　ＢＡマコンＶヌーヴォ２０１１,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,0,30,300,300
109015,3001,アサヒビ　ＢＡ　ＢヌーヴォＶ２０１１,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,0,30,300,300
109016,3132746,アンリ・フェッシ　マコンヴィラージュヌーヴォ 750ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,31,313,313
109017,3146446,アンリ・フェッシ　ボージョレヌーヴォロゼ予約用 750ml,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,750,31,314,314
109018,3411430,アンリ・フェッシ・ボージョレ・ヴィラージュ・ヌーヴォ750ml　1本＋景品グラス1個,014,飲料･酒類,051,ﾜｲﾝ・甘味果実酒,002,ﾌﾗﾝｽ,,,ﾌﾗﾝｽ,4901004,アサヒビール,0,34,341,341
