item_cd,item_name,itemnm,count,amount,quantity
4901004039064,スタイルフリー＜生＞,アサヒ スタイルフリー_５００ｍｌ×６_缶,11,14302,13
4901004039088,スタイルフリー＜生＞,アサヒ スタイルフリー_３５０ｍｌ×６_缶,67,56860,76
4901004039095,スタイルフリー＜生＞　　　　ケース,アサヒ スタイルフリー_３５０ｍｌ×２４_缶,4,11959,4
4901004045690,スーパードライ　瞬冷辛口,アサヒ スーパードライ瞬冷辛口_３５０ｍｌ_缶,6,1363,7
4901004045751,スーパードライ　瞬冷辛口,アサヒ スーパードライ瞬冷辛口_３５０ｍｌ×６_缶,4,4130,5
4901004047496,アサヒ　ゴールドラベル,アサヒ ゴールドラベル_３５０ｍｌ_缶,14,3173,16
4901004047526,アサヒ　ゴールドラベル　　　６缶パック,アサヒ ゴールドラベル_５００ｍｌ×６_缶,1,1447,1
4901004047540,アサヒ　ゴールドラベル　　　６缶パック,アサヒ ゴールドラベル_３５０ｍｌ×６_缶,2,2184,2
4901004048028,スーパードライ　　　　　　　ロイヤルリミテッド,アサヒ スーパードライロイヤルリミテッド_３５０ｍｌ_缶,5,1382,7
4901004048066,スーパードライ　　　　　　　ロイヤルリミテッド,アサヒ スーパードライロイヤルリミテッド_３５０ｍｌ×６_缶,6,6524,6
4901030101018,月桂冠　上撰　パック,月桂冠 ＮＢ_上撰_２Ｌ_パック,4,7454,6
4901030140017,清酒　上撰　月桂冠パック,月桂冠 ＮＢ_上撰_９００ｍｌ_パック,2,1422,2
4901030172018,上撰　キャップエース,月桂冠 ＮＢ_上撰_１８０ｍｌ_キャップエース,3,575,3
4901030205969,純米　山田錦　パック,月桂冠 ＮＢ_山田錦純米酒_１．８Ｌ_パック,1,1180,1
4901030214169,月桂冠　糖質ゼロ　パック,月桂冠 ＮＢ_糖質ゼロ_１．８Ｌ_パック,1,1198,1
4901030225660,辛口　パック,月桂冠 ＮＢ_辛口_２Ｌ_パック,2,1754,2
4901030232019,月桂冠　つき　パック,月桂冠 ＮＢ_つき_２Ｌ_パック,20,18548,20
4901030234464,糖質７０％オフプリン体ゼロ,月桂冠 ＮＢ_糖質７０％オフ・プリン体ゼロ_９００ｍｌ_パック,2,1195,2
