item_cd,item_name,itemnm,count,amount,quantity
4973480311491,おいしい無添加　　　白ワイン　ペット　　１５００ｍｌ,おいしい酸化防止剤無添加白ワイン　ＰＥＴ　１．５Ｌ,20,18777,22
4973480311507,ビストロ　ペット　　赤　１．５Ｌ　　　　＜メルシャン＞,メルシャン　ビストロ　赤　ペット　１．５Ｌ,28,18464,30
4973480311514,ビストロ　ペット　　白　１．５Ｌ　　　　＜メルシャン＞,メルシャン　ビストロ　白　ペット　１．５Ｌ,4,2104,4
4973480320226,フランジア　赤　　　ボックス　３Ｌ　　　＜メルシャン＞,ＦＺ　フランジア　赤　ＢＩＢ　Ｃ　３Ｌ,12,26158,16
4973480323289,ビストロ　赤　　　　ペット　７２０ｍｌ　＜メルシャン＞,メルシャン　ビストロ　赤　ペット　７２０ｍｌ,47,16188,59
4973480323296,ビストロ　白　　　　ペット　７２０ｍｌ　＜メルシャン＞,メルシャン　ビストロ　白　ペット　７２０ｍｌ,53,16757,58
4973480323302,ビストロ　ロゼ　　　ペット　７２０ｍｌ　＜メルシャン＞,メルシャン　ビストロ　ロゼ　Ｓ　ペット　７２０ｍｌ,9,2641,9
4973480323319,ビストロ　赤　甘口　ペット　７２０ｍｌ　＜メルシャン＞,メルシャン　ビストロ　赤甘口Ｓ　ペット　７２０ｍｌ,25,8465,29
4973480323326,ボンルージュペット　７２０ｍｌ　　　　　＜メルシャン＞,メルシャン　ボン・ルージュ　赤　ペット　７２０ｍｌ,14,8004,17
4973480323333,ボンルージュ　ペット白　７２０ｍｌ,メルシャン　ボンルージュ　白　ペット　７２０ｍｌ,1,478,1
4973480326938,おいしい無添加　　　赤ワイン　ペット　　７２０ｍｌ,メルシャン　おいしい無添加赤ワインＰＥＴ７２０ｍｌ,30,15831,33
4973480326945,おいしい無添加　　　ふくよか赤　ペット　７２０ｍｌ,メルシャンおいしい無添加ふくよか赤ＰＥＴ７２０ｍｌ,29,14242,30
4973480326952,おいしい無添加　　　白ワイン　ペット　　７２０ｍｌ,メルシャン　おいしい無添加白ワインＰＥＴ７２０ｍｌ,14,7299,16
4973480328031,ビストロ赤甘口　　　ペットボトル　　　　１５００ｍｌ,ＭＥ　ビストロ　赤甘口　ペット　１．５Ｌ,8,7091,11
4973480329069,おいしい無添加　　　ジューシー赤　ペット７２０ｍｌ,メルシャン　おいしい無添加ジューシー赤ＰＥＴ７２０,19,9610,20
4973480329267,メルシャンエブリィ赤ペットボトル　　　　７２０ｍｌ,メルシャン　エブリィ　赤　ペット　７２０ｍｌ,1,431,1
4973480329601,ラデラ・ヴェルデ　　レッド　７２０ｍｌ,ＥＴＣ　ラデラ・ヴェルデ　レッド　７２０ｍｌ,14,6664,19
4973480329618,ラデラ・ヴェルデ　　ホワイト７２０ｍｌ,ＥＴＣ　ラデラ・ヴェルデ　ホワイト　７２０ｍｌ,5,1722,5
4973480331253,ギュギュッと搾った　サングリア　赤ワイン５００ｍｌ,ギュギュッと搾った赤　オレンジカシス　５００ｍｌ,1,478,1
4973480331321,ラデラ・ヴェルデ　　レッド　ＰＥＴ　　　１５００ｍｌ,ＥＴＣ　ラデラ・ヴェルデ　レッド　１．５Ｌ,31,30463,44
4973480331338,ラデラ・ヴェルデ　　ホワイト　ＰＥＴ　　１５００ｍｌ,ＥＴＣ　ラデラ・ヴェルデ　ホワイト　１．５Ｌ,3,2790,4
4973480333950,おいしい酸化防止剤　無添加　赤ワイン　　厳選素材１５００ｍｌ,メルシャンおいしい無添加赤厳選素材ペット　１．５Ｌ,2,3241,3
